HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PS1K,PS4K,PS8K,PS16K,PS32K,CS32MB,CS16MB,CS64MB,CS512MB,PERF
0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,-0.0,1.0,0.0,0.0,0.6832889956756462
1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,14.333064426957101
-0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,1.0,0.0,2.9763370861641376
1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,12.649429782169683
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,1.50572977863984
0.0,0.0,-0.0,1.0,1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,0.0,1.6106594436768178
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,3.7894763715546955
0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,0.0,4.065894082232048
-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,-2.6237938980282487
1.0,0.0,1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,23.07782579416823
-0.0,1.0,0.0,1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,0.18280980543691103
0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,3.5854807178755483
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.647592193458113
1.0,1.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,2.30591508583127
0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.8006724693208948
-0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-1.0337371831861653
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,1.0,0.0,1.0,0.0,0.0,-0.0,6.478094225110854
0.0,0.0,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2355727989329812
1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,1.0,0.0,0.0,22.186856254535535
1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,13.32695254840989
-0.0,0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,3.3688525664955953
0.0,0.0,0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,1.6210414325546028
-0.0,-0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-1.6084316070770057
1.0,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0,9.693021289536723
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.567408132578736
0.0,-0.0,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,1.0,-0.0,0.811982638669989
0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,6.701988242690232
0.0,1.0,-0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,2.6130167439267122
-0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,-0.1901997875249297
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,4.236341530961036
0.0,-0.0,0.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,1.5183945406582897
1.0,1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,11.559581825903924
1.0,-0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0307848527870147
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,3.521796768237712
1.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,1.0,0.0,18.647760579989363
0.0,0.0,1.0,1.0,-0.0,1.0,1.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.4060993097736723
1.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,2.7914552793282854
0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.171193538158618
1.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,8.964428468509672
-0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-2.2939521453889498
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,2.7442868816200874
1.0,0.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,4.248193580978302
1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,14.644879582123787
0.0,1.0,1.0,0.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,2.7049962094684297
1.0,0.0,1.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,8.46209048297102
1.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.483514132431955
0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,-0.4998960344975423
0.0,-0.0,1.0,-0.0,1.0,-1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,8.766105230675699
1.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,0.0,33.22793363707468
1.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,4.1002674979731095
-0.0,0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,0.6333078616092733
1.0,0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,4.245149980347258
0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.0,1.0,-0.0,0.0,0.0,3.3538827951175647
0.0,1.0,0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,0.0,7.971727500660111
0.0,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.820365235411936
1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,36.02254442480241
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,2.7470959119417757
0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,-1.7174020145619298
0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,1.0,-0.07196645067940872
0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,0.0,4.153171096144598
0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,0.0,1.9320302142522743
0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,2.033743475623622
0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.749091199501118
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.725338339653211
0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1731760793013117
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,5.681501593289465
1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,0.0,1.421903884037039
1.0,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,9.843749136125396
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,1.0,1.003889055996761
0.0,0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,10.220211519746773
1.0,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,4.922315223067632
0.0,-0.0,0.0,1.0,1.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,1.8581085931574637
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,14.696199031365929
-0.0,1.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,1.0,-0.929158792274163
0.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,0.0,5.560535981044577
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7700874222098161
0.0,0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,0.0,1.088479484126427
1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,1.0,0.0,-0.0,0.0,47.49969353515277
1.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.376522377254191
0.0,1.0,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,0.0,-1.5095852192634822
1.0,0.0,1.0,-0.0,0.0,0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,4.597294951229348
1.0,1.0,1.0,0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,6.378044029445792
1.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.163939382036363
0.0,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,-0.0,0.0,8.806243785841467
1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,18.493025563283265
0.0,0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,-1.5322155860603979
-0.0,-0.0,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.909311077539241
1.0,1.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,2.1384442384070472
1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,38.3694032203929
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,9.926109765635934
1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,11.646461785240788
1.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,-0.792631024152528
1.0,1.0,-0.0,0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,0.0,11.264948727895314
-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,-2.813245611188355
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,0.0,9.199068538551057
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,6.7225490424455066
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,1.0,0.0,15.58696975304125
1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,0.0,7.191301326664847
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.18985523513279684
0.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.36690146349371516
-0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,-1.536738694590592
0.0,1.0,-0.0,0.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,9.258583705813722
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,11.01948877533173
1.0,0.0,-0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.873670977665014
-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,1.0,-0.0,1.9347529157240517
0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9500151006475726
-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,0.0,1.0,3.374422085327743
-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,-0.0,0.0,0.9248903829181595
1.0,-0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,7.814964773324449
0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7943441845206936
-0.0,0.0,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-2.216556006087361
0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.357606331024918
0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.9429746486673591
1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.9858502504039592
0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0,0.7201685640898859
0.0,-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.3813658036045944
