OperatingSystemCharacteristics,SQLITE_SECURE_DELETE,ChooseSQLITE_TEMP_STORE,SQLITE_TEMP_STOREzero,SQLITE_TEMP_STOREone,SQLITE_TEMP_STOREtwo,SQLITE_TEMP_STOREthree,EnableFeatures,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,DisableFeatures,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,OmitFeatures,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,Options,SetAutoVacuum,AutoVacuumOff,AutoVacuumOn,SetCacheSize,StandardCacheSize,LowerCacheSize,HigherCacheSize,LockingMode,ExclusiveLock,NormalLockingMode,PageSize,StandardPageSize,LowerPageSize,HigherPageSize,HighestPageSize,PERF
-1.0,-0.0,-3.0,-3.0,-0.0,1.0,-2.0,-0.0,0.0,-1.0,-1.0,0.0,1.0,2.0,-0.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.0,-1.0,1.0,1.0,0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,-0.0,1.0,1.0,0.0,-1.0,2.0,-0.0,-1.7834152799982257
1.0,2.0,1.0,-0.0,-0.0,1.0,-1.0,-0.0,0.0,3.0,-0.0,-2.0,-1.0,2.0,0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-2.0,1.0,1.0,-2.0,1.0,0.0,-0.0,1.0,-0.0,-1.0,-0.0,-0.0,1.0,0.0,-0.0,-1.0,-0.0,1.0,-21.649213778074138
1.0,-1.0,-2.0,-2.0,0.0,1.0,-0.0,-0.0,0.0,2.0,1.0,4.0,0.0,-1.0,0.0,-0.0,2.0,-1.0,-0.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,1.0,-2.0,40.89973129501666
-2.0,-1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,-2.0,-0.0,-0.0,1.0,1.0,-3.0,0.0,-1.0,1.0,-0.0,0.0,-1.0,-1.0,1.0,0.0,2.0,0.0,1.0,-0.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0,-2.0,1.0,-1.0,0.0,2.0,32.55371823406651
-1.0,-1.0,1.0,-1.0,-0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-2.0,-1.0,-0.0,-2.0,1.0,1.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.0,1.0,1.0,18.027530532977046
-2.0,-0.0,0.0,-0.0,-0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-3.0,-0.0,2.0,-2.0,2.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-0.0,-1.0,-0.0,2.0,0.0,-2.0,0.0,0.0,-0.0,0.0,-1.0,1.0,-1.0,33.83920318285667
1.0,1.0,0.0,1.0,1.0,-2.0,1.0,-1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,2.0,1.0,-2.0,-1.0,2.0,0.0,2.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,-0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,1.0,-19.984868603632666
0.0,2.0,-1.0,-1.0,1.0,0.0,-0.0,0.0,-0.0,-1.0,-0.0,-1.0,1.0,1.0,-1.0,-1.0,-2.0,3.0,1.0,-0.0,1.0,0.0,-0.0,1.0,1.0,2.0,-1.0,-1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,-1.0,25.47652673189749
2.0,0.0,-1.0,1.0,0.0,-1.0,-0.0,-1.0,0.0,-0.0,-0.0,1.0,-2.0,-1.0,2.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-1.0,2.0,1.0,-0.0,-13.878054474541566
1.0,-1.0,1.0,3.0,0.0,-2.0,-0.0,-0.0,-2.0,2.0,0.0,-1.0,1.0,-0.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,-0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,1.0,-9.813692934474622
-0.0,1.0,-0.0,-2.0,-0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,-1.0,2.0,-2.0,-0.0,-1.0,-0.0,-2.0,-2.0,-1.0,-1.0,2.0,-2.0,-1.0,-0.0,-0.0,1.0,-1.0,0.0,0.0,-0.0,-1.0,-1.0,-0.0,1.0,1.3843674393693062
-0.0,1.0,-1.0,0.0,-0.0,1.0,-1.0,-1.0,1.0,-2.0,-0.0,-2.0,1.0,0.0,1.0,-1.0,-0.0,-2.0,1.0,-1.0,-1.0,-0.0,-0.0,1.0,1.0,1.0,-1.0,-2.0,-0.0,-0.0,2.0,-0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,17.369491640681957
-2.0,1.0,0.0,-1.0,0.0,-1.0,2.0,0.0,-0.0,1.0,2.0,-0.0,-2.0,-2.0,-0.0,-1.0,-0.0,-1.0,1.0,1.0,0.0,-2.0,-2.0,0.0,-1.0,1.0,-0.0,-0.0,0.0,0.0,1.0,-2.0,-1.0,2.0,-2.0,-0.0,-0.0,1.0,1.0,-28.094830967978815
-2.0,1.0,-1.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-2.0,1.0,-1.0,0.0,1.0,-2.0,-3.0,1.0,-2.0,-0.0,-2.0,-1.0,-0.0,-0.0,-1.0,-0.0,1.0,-1.0,0.0,0.0,0.0,1.0,-2.0,-0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-7.436306303909755
-2.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,3.0,0.0,-1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,-1.0,2.0,1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,2.0,-0.0,0.0,0.0,1.0,1.0,-1.0,-0.0,-1.0,-17.41883542818322
-1.0,-2.0,-2.0,-2.0,0.0,-1.0,-0.0,1.0,-1.0,-2.0,0.0,-2.0,1.0,-2.0,-2.0,-1.0,1.0,1.0,1.0,1.0,-0.0,0.0,-3.0,-0.0,-2.0,2.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,2.0,-1.0,1.0,-0.0,-0.0,1.0,1.0,-8.665346533296594
-0.0,0.0,-0.0,-3.0,1.0,1.0,-0.0,-1.0,-0.0,-1.0,1.0,-0.0,0.0,1.0,-1.0,-0.0,-3.0,-2.0,-0.0,0.0,1.0,-2.0,0.0,-0.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,-1.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,0.4972855658590444
0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,2.0,-0.0,0.0,2.0,-1.0,-2.0,0.0,1.0,1.0,-1.0,-0.0,2.0,0.0,-0.0,-1.0,2.0,3.0,-0.0,0.0,0.0,-0.0,2.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.0,1.0,-1.0,1.0,-0.9145898377211084
-1.0,1.0,1.0,-0.0,0.0,2.0,0.0,0.0,-0.0,1.0,-1.0,1.0,2.0,-1.0,1.0,-0.0,1.0,1.0,0.0,-1.0,1.0,-1.0,-0.0,2.0,1.0,3.0,-0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,1.0,-0.0,0.0,-47.05954586200067
-1.0,3.0,1.0,-1.0,-0.0,2.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,2.0,-1.0,1.0,-0.0,2.0,-0.0,-1.0,-1.0,2.0,1.0,2.0,-0.0,2.0,0.0,-1.0,0.0,1.0,8.541137589018547
-3.0,-1.0,-2.0,-2.0,-0.0,-0.0,-0.0,-1.0,0.0,1.0,-0.0,-0.0,-1.0,-0.0,-0.0,1.0,-1.0,0.0,-2.0,-1.0,2.0,-1.0,-1.0,-1.0,1.0,2.0,-0.0,1.0,-1.0,0.0,1.0,-2.0,-0.0,1.0,1.0,-2.0,0.0,2.0,1.0,-17.188361977784044
-0.0,1.0,-1.0,1.0,-0.0,-1.0,-1.0,0.0,-0.0,2.0,-0.0,-3.0,2.0,0.0,-0.0,2.0,-3.0,0.0,1.0,0.0,0.0,-1.0,2.0,3.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,0.5790913709555614
-0.0,1.0,-1.0,1.0,-0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-2.0,0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-0.0,0.0,2.0,1.0,1.0,0.0,-0.0,0.0,-1.0,2.0,-1.0,3.0,2.0,3.0,2.0,-2.0,-1.0,-20.944850153821434
-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-1.0,-0.0,0.0,-0.0,-2.0,0.0,0.0,-2.0,-0.0,-1.0,-1.0,-0.0,-1.0,0.0,-0.0,-1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,2.0,34.84570865236751
1.0,-2.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-2.0,2.0,0.0,-0.0,-1.0,1.0,-0.0,2.0,-2.0,-3.0,1.0,-1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-1.0,8.27342977118679
1.0,-0.0,1.0,1.0,0.0,-0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-0.0,-1.0,-3.0,2.0,1.0,-0.0,-0.0,-1.0,-1.0,-0.0,2.0,-1.0,-1.0,1.0,-0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,1.0,1.0,0.0,-3.6883436399937684
-2.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-2.0,1.0,-2.0,1.0,-1.0,-1.0,-0.0,1.0,-1.0,-0.0,1.0,4.0,1.0,-1.0,-0.0,0.0,1.0,2.0,3.0,1.0,0.0,-0.0,-0.0,-0.0,2.0,1.0,2.0,0.0,-1.0,2.0,-16.52979582481833
0.0,-1.0,0.0,-1.0,0.0,2.0,-1.0,-1.0,-0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-2.0,-0.0,-1.0,0.0,-3.0,0.0,2.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-0.0,-0.0,2.0,-1.0,-0.0,1.0,-1.0,-0.0,0.0,2.0,-1.0,-4.742697038955131
2.0,0.0,-1.0,1.0,0.0,-1.0,-0.0,-1.0,1.0,-0.0,-1.0,-1.0,3.0,1.0,-1.0,2.0,-0.0,1.0,2.0,-0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,-1.0,-1.0,-0.0,1.0,2.0,-1.0,2.0,1.0,1.0,-0.0,2.0,-1.0,-21.223001638566156
2.0,-1.0,0.0,-2.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,-1.0,-2.0,1.0,-1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-11.05095501289293
-2.0,-0.0,2.0,-0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,2.0,-1.0,2.0,1.0,2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,-0.0,0.0,2.0,-0.0,-1.0,-2.0,1.0,-1.0,-0.0,1.0,1.0,-1.0,-0.0,-24.556113165813144
1.0,0.0,-1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,-2.0,0.0,0.0,2.0,-2.0,-0.0,0.0,2.0,1.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,-0.0,2.0,-1.0,-1.0,-0.0,2.0,1.0,-1.0,2.0,0.0,-0.0,1.0,2.0,-0.0,-8.513106849514308
-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-0.0,1.0,1.0,1.0,1.0,-2.0,0.0,-1.0,2.0,-0.0,-1.0,0.0,-1.0,1.0,-0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,-0.0,1.0,-1.0,25.85132314475039
-1.0,3.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,3.0,-1.0,1.0,-2.0,0.0,0.0,-0.0,-1.0,-3.0,1.0,1.0,-0.0,1.0,-0.0,1.0,-1.0,1.0,-0.0,-1.0,1.0,-0.0,0.0,-0.0,1.0,-1.0,1.0,-1.0,1.0,2.0,-2.0,27.928279086215024
0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,-0.0,-0.0,-1.0,1.0,-0.0,1.0,-0.0,1.0,2.0,-2.0,1.0,-0.0,1.0,0.0,3.0,-0.0,2.0,1.0,-1.0,2.0,-0.0,-1.0,0.0,2.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,-0.0,9.706296770728951
-0.0,-1.0,1.0,-0.0,0.0,-0.0,2.0,1.0,-1.0,-2.0,-0.0,2.0,-1.0,-2.0,0.0,-1.0,0.0,-0.0,-2.0,2.0,-0.0,-2.0,-2.0,-0.0,-1.0,1.0,0.0,0.0,-0.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,2.8104775690071984
-0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-2.0,0.0,0.0,-0.0,-1.0,-1.0,1.0,-2.0,-0.0,1.0,-1.0,-0.0,0.0,-1.0,2.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,1.0,3.0,-2.0,-1.0,13.490165398110143
2.0,-1.0,-0.0,2.0,0.0,-1.0,1.0,1.0,-0.0,3.0,1.0,-1.0,1.0,-1.0,2.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-2.0,1.0,1.0,2.0,1.0,0.0,-0.0,-0.0,-0.0,2.0,2.0,-1.0,2.0,-0.0,2.0,-1.0,0.0,2.0,4.260758816809709
-2.0,1.0,2.0,-1.0,-0.0,0.0,1.0,-1.0,1.0,2.0,1.0,-0.0,-1.0,3.0,-1.0,-1.0,2.0,-1.0,1.0,1.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,1.0,2.0,-0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,0.0,-0.0,-1.0,-20.391454929289626
1.0,1.0,-0.0,0.0,-0.0,0.0,-1.0,1.0,1.0,-2.0,-0.0,-1.0,-1.0,1.0,0.0,-0.0,-2.0,-1.0,0.0,-2.0,1.0,0.0,1.0,-3.0,2.0,1.0,1.0,1.0,-0.0,-0.0,0.0,3.0,0.0,1.0,2.0,0.0,-1.0,-0.0,2.0,26.13401688253167
1.0,1.0,-2.0,-0.0,0.0,-0.0,-2.0,1.0,-0.0,2.0,2.0,-0.0,-0.0,0.0,2.0,1.0,-1.0,1.0,2.0,2.0,1.0,1.0,-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-1.0,-0.0,1.0,2.0,13.70976653819931
-1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-2.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,2.0,-0.0,1.0,-0.0,2.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-0.0,-1.0,0.0,3.0,-0.0,22.322072600848372
-2.0,1.0,-1.0,-2.0,-0.0,-1.0,1.0,-0.0,1.0,1.0,0.0,0.0,-0.0,2.0,-0.0,-2.0,1.0,1.0,0.0,-0.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,-0.0,1.0,-0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,20.503300587250177
1.0,-2.0,0.0,1.0,-0.0,0.0,0.0,-0.0,-1.0,-1.0,0.0,-0.0,1.0,2.0,-4.0,2.0,-1.0,1.0,-0.0,-0.0,0.0,0.0,-1.0,2.0,-0.0,1.0,-1.0,0.0,3.0,0.0,-2.0,-0.0,2.0,-1.0,0.0,-0.0,-1.0,2.0,-2.0,3.7107924953520945
0.0,0.0,-1.0,0.0,-0.0,-3.0,1.0,-0.0,0.0,2.0,-0.0,-1.0,0.0,1.0,-2.0,1.0,0.0,1.0,-0.0,1.0,0.0,-2.0,2.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-1.0,0.0,-0.7075131524021147
1.0,1.0,0.0,-1.0,0.0,-1.0,2.0,-1.0,0.0,-1.0,1.0,-1.0,-0.0,0.0,-1.0,1.0,-2.0,-0.0,1.0,3.0,0.0,-3.0,1.0,-1.0,1.0,-0.0,1.0,-1.0,0.0,-0.0,1.0,0.0,2.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,10.557698749889092
-3.0,-1.0,0.0,-2.0,0.0,2.0,-1.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-0.0,-1.0,2.0,0.0,0.0,2.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-2.0,-1.0,0.0,0.0,1.0,-1.0,1.0,2.0,-2.0,-6.696974068495181
0.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,-2.0,-2.0,2.0,-0.0,-0.0,-1.0,-0.0,1.0,-0.0,-0.0,-2.0,0.0,1.0,-2.0,-0.0,1.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-5.312636043436435
0.0,1.0,-2.0,-0.0,-0.0,-2.0,-1.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,-1.0,1.0,1.0,1.0,-3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,1.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,-0.0,1.0,-0.0,24.696327400670594
1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,-1.0,0.0,-1.0,-2.0,-0.0,3.0,-2.0,-1.0,1.0,-1.0,-0.0,-0.0,1.0,1.0,2.0,1.0,0.0,1.0,-0.0,2.0,-0.0,-2.0,0.0,3.0,-1.0,0.0,-21.956397797597283
-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,-0.0,-1.0,0.0,2.0,0.0,0.0,1.0,-0.0,-1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,-1.0,-1.0,-0.0,2.0,11.180744132601752
1.0,-1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,2.0,2.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,1.0,3.0,-0.0,-1.0,3.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,-1.0,2.0,1.0,0.0,6.122998102453327
0.0,0.0,-0.0,0.0,-0.0,1.0,-1.0,-0.0,1.0,-0.0,0.0,-2.0,0.0,1.0,1.0,-1.0,3.0,-1.0,0.0,1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,-0.0,-1.0,1.0,-0.0,-1.0,-0.0,-1.0,1.0,-0.0,-1.0,1.0,1.0,-1.0,-18.737022255455898
-0.0,-1.0,-0.0,1.0,-0.0,0.0,-2.0,-0.0,-0.0,2.0,-0.0,-2.0,-0.0,2.0,-1.0,-0.0,0.0,2.0,1.0,3.0,3.0,-3.0,-1.0,1.0,-1.0,-1.0,2.0,-1.0,0.0,-0.0,1.0,-1.0,-0.0,1.0,-1.0,-2.0,0.0,0.0,1.0,28.477387876776387
1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,-2.0,-0.0,2.0,2.0,0.0,-1.0,0.0,-1.0,1.0,2.0,1.0,-1.0,-0.0,-0.0,-1.0,3.0,4.0,1.0,-0.0,2.0,1.0,-0.0,0.0,1.0,-1.0,-1.0,2.0,-0.0,1.0,1.0,1.0,0.0,-43.56793587152935
0.0,1.0,-1.0,-0.0,-0.0,-1.0,-1.0,3.0,2.0,1.0,1.0,0.0,-2.0,1.0,-0.0,0.0,0.0,2.0,-0.0,-2.0,-0.0,3.0,-0.0,-2.0,0.0,-0.0,1.0,0.0,-1.0,-0.0,2.0,1.0,-1.0,2.0,1.0,1.0,0.0,-0.0,-1.0,42.92425995046553
-0.0,0.0,-2.0,1.0,-0.0,-2.0,-1.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.0,2.0,0.0,2.0,1.0,0.0,1.0,-0.0,1.0,-2.0,0.0,1.0,-2.0,-0.0,1.0,-1.0,-0.0,1.0,0.0,-1.0,1.0,-0.0,0.0,1.0,1.0,-1.0,-1.0,2.275839154628531
1.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,-2.0,-0.0,0.0,-0.0,-0.0,-1.0,2.0,1.0,1.0,0.0,2.0,-1.0,-1.0,-2.0,-0.0,1.0,1.0,-1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-1.0,-0.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,17.942026427557437
