Linear1D,Blocksize,bs_64x1,bs_64x2,Array2D,bs_128x8,bs_128x1,bs_128x2,CUDA,bs_256x1,bs_256x2,bs_64x4,bs_128x4,bs_32x4,OpenCL,Ldg,Linear2D,bs_64x16,TextureMemory,bs_32x2,bs_32x32,bs_32x1,LocalMemory,bs_512x1,bs_32x16,bs_512x2,bs_1024x1,bs_64x8,bs_32x8,API,bs_256x4,pixelPerThread,padding,performance
3.0,1.0,1.0,-1.0,-0.0,-0.0,0.0,0.0,1.0,0.0,2.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,1.0,0.0,-0.0,-1.0,2.0,-1.0,0.0,0.0,-0.0,1.0,1.0,1.0,-0.0,4.0,-142.0,33.54998409926891
-0.0,1.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-0.0,1.0,-0.0,-2.0,-0.0,-2.0,2.0,2.0,-1.0,4.0,-1.0,-0.0,0.0,-0.0,-1.0,-0.0,1.0,1.0,-8.0,-1251.0,107.30969146251678
-1.0,1.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,2.0,1.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-0.0,1.0,-0.0,6.0,-320.0,0.02265522014349699
-1.0,1.0,-1.0,2.0,1.0,-0.0,-0.0,-3.0,1.0,-0.0,2.0,-0.0,3.0,-2.0,-0.0,1.0,-0.0,0.0,0.0,-2.0,0.0,-0.0,1.0,2.0,1.0,-0.0,-0.0,-1.0,-0.0,1.0,1.0,6.0,-924.0,104.46694208621979
0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,-3.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,-0.0,-1.0,0.0,1.0,0.0,-6.0,-700.0,120.99631375074387
-2.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,2.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-1.0,1.0,-0.0,-1.0,-2.0,-0.0,0.0,-1.0,0.0,1.0,-0.0,0.0,2.0,-1.0,1.0,1.0,-3.0,570.0,36.23654579043389
0.0,1.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-2.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,2.0,-2.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,-3.0,658.0,5.6952129941433665
-1.0,1.0,0.0,2.0,-0.0,-0.0,-0.0,-1.0,-0.0,1.0,2.0,-0.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,-1.0,1.0,-0.0,2.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,1.0,0.0,2.0,-221.0,49.69056461572647
0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-1.0,-0.0,2.0,1.0,-0.0,-1.0,2.0,2.0,-3.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,0.0,-0.0,0.0,-1.0,-2.0,1.0,0.0,1.0,338.0,63.76681170105934
-2.0,1.0,1.0,1.0,0.0,-0.0,-0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-2.0,-0.0,-1.0,2.0,-0.0,-1.0,-0.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,1.0,3.0,118.0,51.68632656812668
-0.0,1.0,-1.0,-1.0,-0.0,-0.0,0.0,-1.0,1.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-0.0,0.0,-0.0,0.0,2.0,1.0,-0.0,2.0,-0.0,1.0,0.0,5.0,1028.0,85.57772224903107
2.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,3.0,1.0,-0.0,-2.0,0.0,-1.0,-2.0,0.0,-2.0,-0.0,-0.0,0.0,2.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-2.0,1.0,1.0,-0.0,-4.0,65.0,50.652598683238026
0.0,1.0,1.0,1.0,0.0,-0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,0.0,-0.0,-0.0,-1.0,1.0,2.0,-8.0,448.0,37.46029951334
0.0,1.0,1.0,-1.0,0.0,-0.0,1.0,-1.0,-0.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,0.0,-2.0,0.0,-0.0,1.0,-0.0,-2.0,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,-6.0,-1212.0,34.73889990568161
-1.0,1.0,-1.0,-2.0,1.0,0.0,0.0,1.0,1.0,-0.0,1.0,-0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,9.0,500.0,82.41395954489708
-0.0,1.0,0.0,3.0,0.0,1.0,-0.0,1.0,1.0,0.0,1.0,-0.0,-3.0,1.0,-0.0,1.0,-1.0,0.0,-0.0,1.0,0.0,-2.0,2.0,-2.0,0.0,1.0,0.0,1.0,-3.0,1.0,0.0,-7.0,-1000.0,-18.448867034614086
2.0,1.0,-1.0,-0.0,0.0,-0.0,0.0,-1.0,-0.0,-0.0,-1.0,-0.0,0.0,-1.0,1.0,-1.0,1.0,-0.0,1.0,2.0,0.0,-1.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,3.0,1.0,-0.0,-3.0,-1390.0,1.3073270390927791
2.0,1.0,-0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,2.0,-0.0,0.0,-2.0,0.0,0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-6.0,-773.0,40.44070249557495
-1.0,1.0,-1.0,1.0,-0.0,-0.0,0.0,-0.0,2.0,0.0,1.0,0.0,-0.0,-1.0,-1.0,1.0,2.0,-0.0,2.0,2.0,-0.0,-2.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,10.0,-61.0,-32.655423308610914
1.0,1.0,0.0,1.0,1.0,-0.0,0.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-1.0,0.0,-3.0,-0.0,2.0,-1.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,-0.0,1.0,1.0,0.0,125.0,73.48252674818039
1.0,1.0,-0.0,-2.0,-0.0,-0.0,0.0,-1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-1.0,0.0,0.0,1.0,1.0,-0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-6.0,-279.0,94.59836472153664
-1.0,1.0,-0.0,1.0,-0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0,-0.0,-1.0,1.0,0.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,5.0,-691.0,-3.0974681870266796
-0.0,1.0,-0.0,-3.0,-0.0,-0.0,1.0,-2.0,0.0,-0.0,1.0,0.0,1.0,0.0,1.0,-2.0,-1.0,0.0,-3.0,1.0,-0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,-352.0,91.02228720068932
2.0,1.0,-1.0,2.0,-0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,-306.0,-65.21403258562088
2.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-2.0,-1.0,-0.0,0.0,2.0,0.0,0.0,0.0,-2.0,-0.0,-0.0,1.0,-2.0,1.0,1.0,-0.0,8.0,-713.0,-28.84802817463875
1.0,1.0,-1.0,-0.0,0.0,0.0,-0.0,2.0,0.0,-0.0,-1.0,0.0,-2.0,1.0,1.0,-2.0,1.0,-0.0,0.0,2.0,1.0,-2.0,-0.0,1.0,0.0,0.0,-0.0,2.0,-2.0,1.0,1.0,2.0,471.0,-1.0308620240539312
2.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,1.0,-0.0,2.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-0.0,-2.0,0.0,2.0,-0.0,0.0,-0.0,1.0,-1.0,1.0,0.0,-9.0,-93.0,32.29740027010441
1.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,0.0,-0.0,-1.0,-1.0,2.0,-1.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.0,1.0,-357.0,27.90613396048546
-1.0,1.0,-3.0,0.0,0.0,-0.0,0.0,2.0,-0.0,-0.0,-1.0,0.0,-2.0,-0.0,1.0,-0.0,2.0,-0.0,0.0,1.0,-0.0,0.0,-2.0,2.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,-12.0,862.0,23.40261880725622
1.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,-0.0,-1.0,2.0,-1.0,-1.0,0.0,-0.0,-1.0,0.0,-0.0,2.0,-0.0,0.0,2.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-4.0,697.0,70.86841869473457
2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,-3.0,-0.0,-1.0,1.0,-0.0,-1.0,0.0,0.0,1.0,1.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.0,1.0,1.0,-0.0,8.0,-647.0,-69.87923720002175
0.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,2.0,-1.0,-0.0,0.0,-1.0,-0.0,-0.0,-1.0,1.0,3.0,0.0,0.0,0.0,2.0,-1.0,1.0,0.0,-5.0,433.0,101.46377525568008
1.0,1.0,-1.0,1.0,0.0,-0.0,0.0,1.0,1.0,0.0,1.0,-0.0,2.0,2.0,0.0,1.0,1.0,-0.0,3.0,-1.0,0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-2.0,1.0,-0.0,-1.0,-595.0,-28.75405654788017
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-3.0,0.0,-2.0,2.0,1.0,-0.0,-2.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,2.0,58.0,0.3930554282478988
-0.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,2.0,-634.0,28.659509672522546
1.0,1.0,0.0,-1.0,0.0,-0.0,0.0,2.0,2.0,0.0,-1.0,0.0,1.0,0.0,-1.0,-0.0,-2.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,-1.0,-1096.0,-1.4339386405050754
-0.0,1.0,-1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,2.0,-2.0,0.0,0.0,-1.0,0.0,2.0,-0.0,-2.0,-0.0,-0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,532.0,41.0465746229887
-0.0,1.0,0.0,3.0,0.0,0.0,-0.0,-0.0,-1.0,-0.0,1.0,-0.0,-2.0,-1.0,2.0,1.0,-0.0,0.0,0.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-2.0,1.0,0.0,4.0,23.0,-1.4781752000935375
0.0,1.0,0.0,-2.0,0.0,0.0,0.0,-1.0,2.0,1.0,-2.0,0.0,1.0,1.0,-1.0,-1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,-1857.0,79.131351095438
-2.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-1.0,0.0,-0.0,0.0,-0.0,-1.0,-0.0,0.0,-0.0,1.0,0.0,1.0,0.0,2.0,-214.0,-5.983935111016035
-0.0,1.0,-1.0,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,1.0,1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-1.0,-1.0,0.0,-0.0,1.0,2.0,2.0,-1.0,1.0,0.0,4.0,-1127.0,40.94667209088802
-1.0,1.0,-1.0,-0.0,0.0,-0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-0.0,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,9.0,-72.0,29.727229520082474
-1.0,1.0,-1.0,1.0,-0.0,-0.0,-0.0,0.0,2.0,2.0,-1.0,-0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-0.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,0.0,-591.0,80.44299172997475
-2.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-0.0,0.0,-0.0,-1.0,-2.0,0.0,-0.0,-1.0,-1.0,1.0,-0.0,0.0,1.0,2.0,1.0,0.0,1.0,179.0,-9.489232444614172
-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.0,3.0,-2.0,0.0,0.0,-2.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,5.0,-380.0,-20.017033168077468
2.0,1.0,1.0,1.0,0.0,-0.0,0.0,-1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-1.0,-0.0,-0.0,1.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,15.0,111.0,-41.64339043021202
0.0,1.0,3.0,1.0,0.0,-0.0,0.0,-1.0,1.0,-0.0,3.0,1.0,-2.0,0.0,-0.0,0.0,1.0,-0.0,2.0,-1.0,-0.0,-2.0,0.0,1.0,0.0,-0.0,0.0,-1.0,-1.0,1.0,-0.0,4.0,61.0,-1.0875051693618298
1.0,1.0,-0.0,-1.0,-0.0,0.0,0.0,-3.0,-0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.0,0.0,1.0,2.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,4.0,62.0,54.59949006438255
-2.0,1.0,-0.0,0.0,-0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0,1.0,1.0,0.0,-0.0,-0.0,-2.0,0.0,0.0,-2.0,-1.0,1.0,-0.0,0.0,0.0,-2.0,1.0,1.0,0.0,3.0,896.0,-17.970741624832154
-1.0,1.0,-0.0,2.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-1.0,-0.0,-0.0,2.0,0.0,1.0,1.0,0.0,-0.0,-1.0,-1.0,0.0,0.0,-0.0,-2.0,1.0,1.0,0.0,-5.0,-1173.0,-9.804382543414832
-2.0,1.0,-0.0,2.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,2.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.0,1.0,1.0,-0.0,0.0,-2.0,-1.0,1.0,0.0,7.0,331.0,-40.19915345549583
1.0,1.0,-2.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,2.0,0.0,0.0,-0.0,2.0,0.0,-1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-0.0,6.0,-258.0,57.16565253138542
1.0,1.0,1.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.0,0.0,-0.0,2.0,2.0,1.0,-3.0,-0.0,-1.0,1.0,0.0,0.0,-2.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,-7.0,1068.0,42.09041703939438
1.0,1.0,-0.0,-2.0,-0.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,0.0,2.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,1.0,-0.0,1.0,112.0,33.99273787260056
-1.0,1.0,-1.0,1.0,0.0,-0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,2.0,0.0,0.0,-0.0,-0.0,-3.0,0.0,2.0,1.0,0.0,-0.0,-0.0,0.0,-1.0,2.0,1.0,-0.0,2.0,410.0,37.582366035580634
