wlt,ae,msca,ipc,lro,pra,awlf,wlpg,wlflt,rnb,wlur,cf,dfr,dpa,cwle,saa,ls,wlprop,cyc,disabledOptimizations,wls,lur,lus,ucts,cts,scyc,ivecyc,cse,ivesli,sde,rip,dl,ive,prfunr,wlsd,dr,wlsimp,phm,enabledOptimizations,rco,wlf,cp,uip,lir,extrema,saacyc,dcr,inl,srf,lao,vp,as,maxoptcyc,maxwlur,maxprfur,initwheap,maxae,maxlur,initmheap,performance
2.0,-2.0,-1.0,0.0,2.0,0.0,-1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-0.0,0.0,1.0,-1.0,-0.0,-1.0,0.0,-1.0,-1.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,1.0,1.0,-1.0,0.0,-1.0,-0.0,0.0,-0.0,2.0,0.0,-1.0,-0.0,-5.0,5.0,9.0,1074.0,4.0,-21.0,-8698.0,6.825451207347214
-2.0,1.0,-1.0,0.0,2.0,0.0,-3.0,-0.0,0.0,-1.0,-2.0,-1.0,0.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,1.0,-1.0,-1.0,0.0,-1.0,-0.0,1.0,-1.0,-0.0,-3.0,0.0,3.0,0.0,-1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,1.0,0.0,-1.0,-0.0,3.0,0.0,0.0,2.0,-1.0,1.0,-0.0,-1.0,0.0,29.0,-57.0,-33.0,-1414.0,-2.0,5.0,1504.0,93.85074800997972
-1.0,2.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,-1.0,1.0,2.0,0.0,1.0,-1.0,0.0,-0.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,1.0,1.0,-1.0,-2.0,1.0,-1.0,-1.0,-0.0,1.0,-1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-3.0,-0.0,-1.0,1.0,0.0,-0.0,-1.0,3.0,0.0,-0.0,-1.0,1.0,-29.0,9.0,18.0,-786.0,7.0,22.0,4877.0,41.428902834653854
1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-0.0,-2.0,0.0,1.0,-2.0,0.0,-0.0,-1.0,1.0,-0.0,0.0,-1.0,1.0,2.0,1.0,0.0,-1.0,-2.0,1.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-2.0,-2.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,2.0,-0.0,2.0,1.0,0.0,-0.0,-1.0,-0.0,-0.0,3.0,0.0,-30.0,-6.0,23.0,161.0,11.0,6.0,9821.0,-63.84725862368941
-2.0,2.0,-0.0,-1.0,-1.0,-0.0,-2.0,-0.0,-0.0,2.0,0.0,0.0,0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,1.0,1.0,-2.0,0.0,2.0,-1.0,1.0,3.0,-1.0,-0.0,1.0,-2.0,-0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-2.0,2.0,0.0,2.0,-0.0,-0.0,1.0,1.0,2.0,1.0,1.0,-0.0,3.0,36.0,-15.0,1316.0,-0.0,-8.0,-11708.0,94.079625710845
-3.0,-1.0,0.0,-0.0,1.0,0.0,2.0,1.0,-2.0,-1.0,2.0,-1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-2.0,1.0,0.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,2.0,-1.0,-0.0,17.0,-62.0,0.0,720.0,15.0,8.0,-17559.0,-126.29050209373236
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-0.0,3.0,2.0,1.0,2.0,0.0,0.0,-1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.0,0.0,2.0,-0.0,1.0,1.0,0.0,-2.0,1.0,-1.0,0.0,1.0,-2.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,-3.0,2.0,1.0,-2.0,1.0,0.0,1.0,1.0,-0.0,-1.0,-1.0,0.0,12.0,27.0,-9.0,-79.0,-7.0,5.0,12869.0,104.63718342781067
2.0,0.0,-1.0,-2.0,0.0,-0.0,-1.0,-0.0,-2.0,2.0,-1.0,-0.0,0.0,0.0,-1.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,0.0,-3.0,21.0,47.0,418.0,-4.0,3.0,34326.0,-60.92408886924386
1.0,0.0,0.0,-0.0,0.0,0.0,0.0,-4.0,-2.0,2.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,-0.0,-1.0,0.0,1.0,1.0,-0.0,-2.0,-1.0,-1.0,-1.0,-0.0,2.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,2.0,1.0,0.0,-1.0,0.0,2.0,0.0,0.0,20.0,8.0,40.0,1238.0,6.0,4.0,-16955.0,26.99796811118722
1.0,-1.0,-1.0,-1.0,-3.0,-0.0,2.0,-0.0,-0.0,0.0,-1.0,-1.0,-0.0,0.0,1.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-2.0,1.0,-2.0,-0.0,2.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-2.0,1.0,1.0,1.0,0.0,-1.0,3.0,-0.0,1.0,-0.0,26.0,10.0,-16.0,-1690.0,2.0,-15.0,22013.0,7.139751579146832
-0.0,-0.0,2.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-2.0,-0.0,-1.0,1.0,1.0,1.0,0.0,0.0,-0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-0.0,0.0,-1.0,1.0,2.0,-0.0,1.0,2.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-1.0,-0.0,1.0,-1.0,-0.0,0.0,-0.0,-2.0,-0.0,1.0,-1.0,-0.0,-9.0,-5.0,-15.0,1438.0,7.0,-5.0,2831.0,-20.191064598038793
1.0,-1.0,-2.0,-1.0,2.0,0.0,0.0,-1.0,-0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,-0.0,-2.0,2.0,-1.0,3.0,1.0,-2.0,-1.0,1.0,-0.0,-2.0,2.0,-0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-3.0,1.0,-2.0,0.0,1.0,0.0,-0.0,-1.0,-0.0,-0.0,-22.0,12.0,5.0,-1137.0,-18.0,-13.0,2227.0,94.75348379462957
0.0,1.0,-1.0,-0.0,2.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-1.0,1.0,1.0,2.0,-1.0,-0.0,0.0,-0.0,0.0,-1.0,-1.0,-2.0,0.0,-0.0,1.0,-1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,-1.0,2.0,0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,1.0,20.0,11.0,-11.0,-109.0,5.0,11.0,8309.0,-37.71042293123901
0.0,1.0,2.0,0.0,-2.0,0.0,-1.0,1.0,1.0,-2.0,1.0,1.0,-0.0,0.0,-0.0,2.0,0.0,-0.0,-1.0,1.0,-1.0,0.0,0.0,-0.0,1.0,1.0,0.0,-2.0,-2.0,-0.0,2.0,-0.0,-2.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-2.0,0.0,-0.0,-3.0,1.0,-0.0,2.0,-1.0,-0.0,1.0,2.0,-0.0,-14.0,20.0,3.0,39.0,5.0,-8.0,5311.0,139.78241012245417
1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-3.0,-0.0,-2.0,-2.0,-0.0,-0.0,2.0,2.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,4.0,-0.0,2.0,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-1.0,-4.0,-0.0,-1.0,-1.0,-0.0,1.0,-1.0,-0.0,1.0,2.0,-0.0,-62.0,-7.0,7.0,-405.0,-0.0,-10.0,3539.0,2.3340219676028937
1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-0.0,1.0,1.0,0.0,3.0,-1.0,-2.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,-1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,-1.0,0.0,0.0,3.0,-0.0,-1.0,-0.0,-0.0,-2.0,1.0,0.0,20.0,-34.0,22.0,1159.0,8.0,-5.0,-1787.0,-103.01647612452507
0.0,-1.0,0.0,1.0,4.0,-0.0,1.0,0.0,3.0,1.0,1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,0.0,2.0,2.0,0.0,0.0,-1.0,1.0,2.0,-0.0,-2.0,1.0,-2.0,1.0,-0.0,2.0,-2.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-1.0,0.0,-2.0,-1.0,-0.0,-0.0,1.0,-0.0,-1.0,-0.0,-1.0,-0.0,49.0,2.0,2.0,-593.0,-34.0,-8.0,-2804.0,65.75252898782492
2.0,-1.0,-0.0,-1.0,-1.0,0.0,-2.0,0.0,-0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,2.0,1.0,1.0,0.0,1.0,-0.0,-0.0,2.0,-0.0,2.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-0.0,1.0,0.0,-0.0,1.0,0.0,-4.0,-0.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-0.0,-1.0,0.0,0.0,-20.0,28.0,-34.0,731.0,-12.0,19.0,11823.0,40.14276428706944
1.0,0.0,1.0,2.0,-1.0,0.0,-2.0,-2.0,-1.0,2.0,-0.0,1.0,3.0,3.0,0.0,-0.0,2.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,-2.0,-3.0,0.0,1.0,1.0,1.0,-1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,-0.0,1.0,-0.0,1.0,0.0,-2.0,1.0,-16.0,33.0,-13.0,-106.0,0.0,-6.0,-27365.0,59.54249281063676
0.0,-0.0,-1.0,-0.0,1.0,-0.0,-1.0,1.0,4.0,1.0,1.0,-2.0,0.0,0.0,-4.0,0.0,-0.0,1.0,0.0,1.0,-1.0,-0.0,-3.0,-1.0,1.0,2.0,0.0,-2.0,-0.0,-1.0,0.0,1.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0,-0.0,-1.0,-0.0,2.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,-2.0,2.0,-0.0,1.0,-24.0,-18.0,-1230.0,52.0,4.0,-16828.0,60.62027630954981
-1.0,0.0,1.0,1.0,2.0,-0.0,2.0,0.0,0.0,2.0,1.0,1.0,-0.0,0.0,0.0,1.0,-0.0,-1.0,-0.0,1.0,-1.0,1.0,-0.0,0.0,1.0,0.0,-1.0,3.0,1.0,-3.0,0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,-1.0,-1.0,-3.0,0.0,-0.0,-0.0,-1.0,1.0,-0.0,-1.0,-4.0,0.0,-28.0,-0.0,1.0,1078.0,8.0,-16.0,11662.0,-61.292636565864086
-0.0,0.0,-0.0,0.0,1.0,0.0,4.0,0.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,-1.0,-0.0,0.0,-1.0,0.0,1.0,-1.0,-0.0,1.0,0.0,0.0,1.0,1.0,-2.0,-0.0,2.0,-1.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,1.0,-1.0,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,-3.0,0.0,-22.0,-4.0,-4.0,538.0,-22.0,3.0,12911.0,38.74572852626443
0.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-0.0,-1.0,-1.0,-1.0,1.0,-0.0,0.0,-0.0,0.0,3.0,4.0,1.0,1.0,-1.0,-1.0,-2.0,-0.0,2.0,1.0,1.0,-2.0,-0.0,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,-1.0,-0.0,-0.0,0.0,-3.0,0.0,1.0,1.0,-0.0,-1.0,-1.0,0.0,-5.0,47.0,-17.0,99.0,39.0,-16.0,23547.0,64.3857034407556
-0.0,2.0,-0.0,-1.0,-3.0,0.0,0.0,-1.0,2.0,-0.0,-1.0,-0.0,0.0,-0.0,1.0,-2.0,-0.0,1.0,-1.0,1.0,0.0,1.0,-3.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,-1.0,-0.0,2.0,1.0,1.0,0.0,-0.0,0.0,1.0,1.0,-2.0,-0.0,0.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-0.0,2.0,-0.0,-2.0,28.0,42.0,-887.0,5.0,7.0,7364.0,63.64476201310754
1.0,-0.0,-1.0,-3.0,1.0,0.0,-2.0,-1.0,-1.0,1.0,2.0,-0.0,-0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,2.0,-0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,-2.0,0.0,2.0,0.0,0.0,-0.0,-1.0,4.0,2.0,0.0,-0.0,5.0,-4.0,-624.0,14.0,-13.0,-4613.0,25.635841393843293
-1.0,-0.0,1.0,-1.0,-2.0,0.0,2.0,-0.0,4.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-0.0,2.0,0.0,0.0,1.0,-2.0,0.0,-0.0,-1.0,-2.0,-1.0,1.0,-0.0,0.0,1.0,0.0,-1.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,4.0,-1.0,0.0,-1.0,1.0,0.0,-0.0,0.0,-1.0,-2.0,-1.0,-0.0,-9.0,4.0,-13.0,-1075.0,-0.0,-23.0,28789.0,-32.830670142546296
1.0,2.0,-0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.0,-0.0,-0.0,2.0,1.0,-0.0,-0.0,2.0,1.0,0.0,1.0,0.0,-1.0,-2.0,0.0,-2.0,-2.0,-1.0,2.0,-1.0,0.0,-1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-3.0,0.0,-1.0,1.0,1.0,0.0,-0.0,0.0,0.0,-1.0,2.0,-0.0,-8.0,-8.0,-15.0,3231.0,-19.0,16.0,25448.0,-1.6942287384299561
0.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,2.0,-3.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-1.0,-0.0,2.0,0.0,-0.0,-3.0,0.0,-0.0,-31.0,-8.0,-14.0,492.0,13.0,0.0,25558.0,105.71906904131174
2.0,-1.0,-2.0,-0.0,-0.0,0.0,-1.0,1.0,0.0,2.0,-1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,3.0,0.0,0.0,1.0,-1.0,-0.0,1.0,-2.0,-3.0,1.0,-2.0,-0.0,-1.0,-1.0,-0.0,1.0,0.0,-0.0,1.0,0.0,2.0,-1.0,-0.0,1.0,1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,0.0,37.0,14.0,-14.0,-1767.0,0.0,15.0,12155.0,-166.05707734823227
-1.0,-1.0,-0.0,-1.0,0.0,-0.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-0.0,3.0,-2.0,2.0,0.0,-0.0,-2.0,-1.0,-2.0,1.0,-0.0,-11.0,54.0,-4.0,45.0,3.0,4.0,-5643.0,-61.83858984708786
0.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,1.0,-0.0,1.0,-1.0,-0.0,-0.0,2.0,1.0,-0.0,-1.0,-1.0,1.0,3.0,0.0,1.0,-1.0,1.0,1.0,2.0,-3.0,2.0,-2.0,-1.0,0.0,-1.0,1.0,-0.0,-0.0,0.0,0.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,2.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,-5.0,-51.0,-13.0,-2318.0,29.0,-10.0,9638.0,-14.096278997138143
1.0,-1.0,2.0,-1.0,0.0,1.0,-0.0,-2.0,-1.0,-2.0,0.0,-3.0,0.0,2.0,-1.0,0.0,1.0,-3.0,1.0,0.0,-2.0,2.0,1.0,2.0,-2.0,0.0,-0.0,-1.0,1.0,-2.0,1.0,0.0,-1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-1.0,-0.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-0.0,-16.0,-1.0,-49.0,-2093.0,1.0,-3.0,1560.0,11.741387400776148
2.0,1.0,-0.0,-1.0,-1.0,0.0,-2.0,0.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,1.0,-1.0,0.0,0.0,3.0,1.0,-2.0,2.0,-0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,-0.0,-2.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,9.0,-19.0,2.0,-989.0,-14.0,-0.0,5817.0,117.4637661576271
-0.0,-1.0,1.0,-0.0,1.0,0.0,2.0,-0.0,2.0,-1.0,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-4.0,-2.0,-1.0,-1.0,1.0,2.0,1.0,-1.0,0.0,-3.0,-0.0,-1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,0.0,1.0,-0.0,0.0,-2.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,-0.0,20.0,29.0,41.0,936.0,-0.0,12.0,-4971.0,80.44017684459686
2.0,2.0,0.0,2.0,1.0,0.0,-1.0,-1.0,-0.0,-1.0,1.0,-1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-2.0,3.0,1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-2.0,-1.0,3.0,3.0,-1.0,-0.0,-2.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,2.0,-1.0,-1.0,1.0,-0.0,1.0,2.0,-2.0,-2.0,-0.0,0.0,-6.0,3.0,-3.0,-1013.0,17.0,14.0,336.0,97.03035549074411
1.0,-1.0,1.0,1.0,-2.0,-0.0,-1.0,-3.0,1.0,-0.0,-2.0,-1.0,-0.0,0.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,1.0,2.0,-1.0,1.0,1.0,1.0,0.0,0.0,-0.0,2.0,-0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-4.0,-0.0,0.0,3.0,-0.0,2.0,-2.0,1.0,0.0,2.0,-0.0,19.0,48.0,42.0,-691.0,3.0,15.0,-17902.0,57.64664909616113
-0.0,-2.0,-0.0,-1.0,1.0,-0.0,-1.0,-0.0,2.0,0.0,-2.0,-2.0,0.0,-0.0,-1.0,1.0,-0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,-0.0,1.0,-1.0,1.0,-0.0,-2.0,-0.0,-1.0,-1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,-0.0,-2.0,0.0,8.0,-13.0,3.0,-1779.0,21.0,0.0,8769.0,210.22197948396206
