feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,PERF
0.03356791903379018,0.049023399264904136,1e-05,0.07450756923160326,1e-05,0.4097396900548664,1e-05,1e-05,1e-05,0.0005695741345592172,1e-05,1e-05,0.017693849654983402,1e-05,1e-05,1e-05,1e-05,15.226669899111146
1e-05,1e-05,0.07112337381595404,0.22212749128588663,0.11398275168813872,0.31558827613252965,0.4506138780891216,0.21318994935414418,1e-05,0.14480454147200156,0.5003279108526587,0.2708199207791462,0.03901949806540924,0.09814155848421902,0.12163934108316785,1e-05,0.19263371949512265,16.635824680436382
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,14.439811752252778
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,17.958293091212692
1e-05,1e-05,1e-05,1e-05,1e-05,0.04780055782768276,1e-05,1e-05,1e-05,0.14733624283975374,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,15.613395771842386
1e-05,0.06260098003275749,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,10.912199771326806
0.014037879574321272,0.13484089800650842,1e-05,0.029658468374593246,1e-05,1e-05,1e-05,0.20656805476370801,0.08254124102205107,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,16.291190708948182
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.13274938123936358,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.02013036304274978,15.694178469899525
0.18352296241305563,0.43743625004315967,0.313887584775616,0.35255240523402237,0.5753117629689829,0.560690611292029,0.47631017736314385,0.40490053902991774,0.5032722875607263,0.5704844369176945,0.7508991149383042,0.9988330212571386,0.7467997175856014,0.2554150931148943,0.05848536708753717,0.4696297917646264,0.44327580893160207,14.131861547843984
0.38072316371714704,0.37668325924862833,0.09044639787497609,0.14235460134634367,0.45953705747894286,1e-05,0.44467020151184633,0.30941146243465195,0.40569310780846246,0.27254550513211157,0.28955832672592574,0.2755615757133088,0.24772149471173674,0.4307646370216268,1e-05,0.2513187346200641,0.362870332373325,14.631151240445122
0.21254349426053348,0.2790902587002334,0.3726421173873642,0.3793361138078986,0.4195922352415962,0.7607489438165764,0.665419511249634,0.7173922192715065,0.11769500945920398,0.7002957183702199,0.5943266234676509,0.8866840486814839,0.025890207124098615,0.11226698510018826,0.34542541296564455,0.3159996025415315,0.48508714073110065,14.69259301785119
0.2109511860390341,0.38901764156671104,0.11586926457610609,0.06806966145895516,1e-05,1e-05,1e-05,0.23886963178033327,0.29922079597784496,1e-05,0.07678557242370067,0.3437421772407333,1e-05,1e-05,0.18968849707702526,0.2205543054629379,0.4095082940991776,14.97663101028458
0.07466798733066012,0.10093414667335293,0.3015175365920656,0.2933929168505739,0.30652241797358865,0.6751551346170238,0.5471056496154365,0.41946573285828437,1e-05,0.6836474051475957,0.8250864990300858,0.5205676342537086,1e-05,0.14725840078701047,0.2871717618509026,0.19808452471078963,0.272969667310118,14.608495785314
0.26734136505009437,0.24558204463350894,0.30896191697153913,0.5631714621962937,0.7910181422682163,0.745967287909427,0.6297367100256908,0.4429239361548912,0.4969236479279088,0.49949430867356215,0.7019737839064536,0.7097759500684707,0.4647491844633826,0.43726575351707725,0.47978996600088614,0.5355320470176289,0.15570382403384897,13.02796434699989
1e-05,1e-05,1e-05,1e-05,0.2321858543910783,0.07817401373506698,0.29966726724071696,0.08558286307408833,1e-05,0.44619306910769196,0.09620471735874657,0.011741687911590084,0.20328607875460428,1e-05,0.14697533191948167,0.2315575053707157,0.1660326273020466,15.371584013331354
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.11435719159332856,0.23546619021216303,0.009305762709162889,1e-05,1e-05,1e-05,13.749724877460986
0.031641590121129874,0.11487814539493828,0.17214082461193755,0.28077722917663117,0.02151598867358035,0.07892061258623898,0.25020129809076763,0.14130246987269843,0.08627834043553162,1e-05,0.44883439497134536,0.264325477145153,0.15594753345783394,0.18520503469318228,0.09360217403460694,0.04908857326156791,0.2621024409641242,14.473990961155575
0.0009733165704942241,0.03622568598916163,1e-05,0.21671040324279567,0.35200114331121546,0.4279959869749887,0.13120196002073528,0.4091376825324213,1e-05,1e-05,1e-05,1e-05,1e-05,0.08637082784675419,0.2601168610173986,1e-05,0.22419954542782622,16.929822197220062
0.20040167095975106,0.2190673322092866,0.09959211249694198,0.11368357618095194,0.43914613240271066,0.2842280249788459,1e-05,0.1962175632980004,0.16534559184341363,0.32133054112449383,0.10848513453250826,0.2093147965674423,0.5420430827567868,0.182595373247699,0.23325975750695266,0.19587690503245625,0.15109935528057397,13.824834756223389
0.033416851067427714,0.130898053070541,0.22975158783445135,0.27519096935583065,0.4807420626851101,0.45653205482469206,0.3926450984804353,0.2213099911947938,0.05758644182814465,0.05188971919602705,0.803209393114328,0.6333259433437431,0.39445354045764,0.3229865968360766,0.13971378300556206,0.11153866884913285,0.057724354114749674,12.067653854492967
0.5524818684372022,0.6676070744261583,0.23629478677196283,0.09079500569333368,0.6787727763369537,0.2635608384186446,0.7262690412298167,0.36410564623299907,0.45786454596988296,0.5214413730213452,0.8349480856651175,0.1790130603339934,0.12765245686550977,0.7411693016155595,0.7700875335213603,0.6472508856228264,0.1498903359674788,11.268968461513355
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,15.952075322937725
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.23964015246269846,1e-05,1e-05,0.3008756714562113,1e-05,1e-05,1e-05,1e-05,17.21403432460812
1e-05,1e-05,1e-05,1e-05,1e-05,0.1788955392704697,1e-05,1e-05,1e-05,0.3901975270832814,0.37009148833541855,0.3345418694041283,1e-05,1e-05,0.14000816931822857,1e-05,1e-05,17.89768019619086
1e-05,1e-05,1e-05,0.013637566310348551,1e-05,0.17435753431016063,1e-05,0.08094847712368088,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,18.352186358678185
0.3398032355510086,0.2956771754350648,0.46749093516909096,0.6705251633173954,0.7563697880603053,0.6616630693807954,0.7422839450795825,0.5707754609860815,0.18853726704446824,0.6336066810395116,0.839537761664336,0.685815906109118,0.6636238334123588,0.04097308688867226,0.5546168989490623,0.6768799070607318,0.5274631663272993,14.509356277863901
1e-05,1e-05,1e-05,1e-05,0.14123801496351485,1e-05,0.19804188024091832,0.13748893641235835,0.10232986358575161,1e-05,0.18445840010786277,0.21899004773581957,0.03006086369623733,0.12954422774904764,1e-05,1e-05,0.0518541187623524,15.324839226099508
1e-05,0.030319329204616295,1e-05,1e-05,1e-05,0.2936812085806246,1e-05,1e-05,1e-05,0.043376407686761737,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.1248858120706248,15.183878472878769
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.14927996066265523,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,15.729017401516304
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,14.760529531538038
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,16.866753501808926
1e-05,1e-05,1e-05,0.06822668886963988,1e-05,0.3096664764869072,0.1819609067322935,0.21532842904884358,1e-05,0.26838919356235497,0.38363419753915934,1e-05,1e-05,1e-05,0.06820961113734766,1e-05,1e-05,17.13456510163764
0.03297724447740578,0.08779412914268392,0.5048218824348946,0.7015857752329617,0.365493546929077,0.7633741393938572,0.28061411272758763,0.315728181365052,0.11145707800184008,0.2711079338681179,0.839216731107574,0.42180841882058406,1e-05,0.20496803604605457,0.30934353940877174,0.09084103668514906,0.18724419881063206,18.31469261529534
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,12.96449762883522
0.15337997083957802,0.2083984752073703,0.007258502766481108,0.057391726752340694,0.26031723132217877,0.24241769956111592,1e-05,0.19010543722952888,1e-05,0.3810347648829501,0.15248400103336085,1e-05,1e-05,0.22503527339082113,0.37686830301944413,1e-05,0.12372215929394648,15.232701933940945
1e-05,1e-05,0.3774018180810774,0.38722959474853025,0.18183908425244916,0.8235610573672978,0.6855253697003079,0.4404098728414803,1e-05,0.8688576173275213,1.0,1.0,0.023512470628388744,0.26913076151843734,0.5971841226434426,1e-05,0.1797108801753382,17.17016425671367
0.7304465489275053,0.7707580646206859,0.998877985947863,1.0,0.8561589173805003,0.6634313988328608,0.39479291371887837,0.5546875181001419,0.974981114761029,0.8632710658479378,0.9908608730506906,0.7180816543890505,0.7045023955088207,0.9090194141660417,0.9600537276687872,0.7742088282005788,0.7492606918599741,15.490388829976656
1e-05,1e-05,0.05780162986972585,0.08109253560323101,0.04158755583092367,1e-05,0.19518030705727765,1e-05,0.27908837382816065,0.10930435136246922,0.07007756264622665,0.22935715780967111,0.31217529630051305,0.3715195167361465,1e-05,0.26434737279540316,0.1974242588479172,15.18664075078829
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.032049466733722214,0.46185726871618643,18.155774070492058
1e-05,1e-05,1e-05,1e-05,0.03988035237202656,1e-05,1e-05,0.005906392336842259,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.17746413375565565,1e-05,1e-05,14.897041385431157
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.34431865776395804,1e-05,1e-05,1e-05,1e-05,0.07175542692040242,1e-05,1e-05,16.592485972917896
0.3115604101774333,0.353678917247516,0.21658168486996182,0.313042681509575,0.4554382850221325,0.5209824122460734,0.35153740309753767,0.5648965976022879,0.4849255311351567,0.4576424985539902,0.7739866717539364,0.5297917242745294,0.3893448303247522,0.6164127264607068,0.40578468021207587,0.36171828536462663,0.383290414655989,14.592700252340029
1e-05,1e-05,1e-05,1e-05,1e-05,0.022755721372876264,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.11861353184532798,1e-05,1e-05,1e-05,1e-05,16.60254500295657
0.02826980951281252,1e-05,0.2248981003753737,0.5253308662361695,0.5536745049364655,0.4478698452013964,0.6065377067701927,0.45061805827430973,1e-05,1e-05,0.8035818624699177,0.508414997723935,1e-05,0.3186180678028363,0.16212640719086738,1e-05,0.16283899897181256,17.110003117517095
0.44878984748631856,0.46750758589286634,0.2725671088457504,0.4234801875932906,0.4820146514839224,0.8432623026068785,0.4594923349393417,0.5470709415927756,0.6381195689312728,0.7358670315558458,0.7054252498217642,0.7675246961646393,0.7730694566389077,0.6954848185703922,0.7723913046027276,0.6755695598876859,0.46930885457031873,14.298902741989998
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.36770043235947447,0.060482308140727435,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,14.366860151871409
0.19121138014755412,0.12260542916450835,0.22923462815050036,0.37224600882282366,0.3512605556985018,1e-05,0.33873848533983875,0.3527652412200493,0.41818293311102256,0.14976433667595807,0.44246137813606257,0.2337691702129937,0.18358049623083394,0.08793420030321587,0.19176699319003407,0.2501832672962593,0.43270192652908085,12.840119498583567
1e-05,1e-05,0.06566494383910049,0.12050787598935259,0.16804718223563522,1e-05,1e-05,0.0976654797301406,0.08656425646171326,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,15.059986925443312
0.7544648356607546,0.6888546666006224,0.3674234963250947,0.6362651737881172,0.15610513992541086,0.5173485393289887,0.2673981842633419,0.4063658292327494,0.5614197171213356,0.42453809663872405,0.6323850761135696,0.4017264504068982,0.46908718183210135,0.5114043558550847,0.20803264162475396,0.5074173992435508,0.4721924347733642,13.433567443874335
0.04955237912937646,1e-05,0.07508924717496104,0.2423112206663222,0.19209127550367594,0.15930907630277497,0.05347367732175709,0.29520088629952457,1e-05,0.23129115567375216,0.29478124235289027,1e-05,0.06739656030462365,0.19272747336546747,0.10198179042195994,0.07496923005421155,1e-05,16.73093221739319
0.6104760530808483,0.4353382055108475,0.5958340854048265,0.7591494788882788,0.8438519307800754,0.9484429174967344,0.47760492810684657,0.6214613830269522,0.6105688124071176,0.5341695575269431,0.7891028836810269,0.9591884777963232,0.8494283430509834,0.34439934493776575,0.7898485500340564,0.7173544593807827,0.24561554574675917,14.1726071371232
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.30493870608869567,1e-05,1e-05,1e-05,1e-05,1e-05,0.0911468454535583,1e-05,17.334752635641035
0.38737966117757106,0.49536595995693905,0.28414412689700114,0.49597973416578955,0.7417675461045179,0.4260421700868027,0.6103723695054319,0.42864019534736253,0.4463613861400312,0.7210198472780298,1e-05,0.8855299869000672,0.9839100165490614,0.6134590281547222,1e-05,0.4895699986783608,0.7562238181760067,13.686049197350712
1e-05,1e-05,1e-05,0.1575638936859468,0.3202601840789943,0.4013247473431217,0.21128777399248147,0.05546945737971648,0.22923759777329128,0.44029627617739275,0.4716115308550027,0.4501778227842679,0.4747582878728284,0.20991291026685854,0.19464035916923894,0.19745015312405712,1e-05,15.90964808752483
0.2712334289946738,0.29547338804444917,0.01344593336645559,0.14140179752265772,0.2290025197491463,1e-05,0.3019326489221907,0.3408371942476667,0.3957803488893268,0.3426203763932534,1e-05,1e-05,0.10118751389103622,0.34311606122213967,1e-05,0.21500146791859093,0.5115039802643657,15.328397549516096
0.06452169765774601,0.18572449050736564,1e-05,1e-05,0.02971146046342597,1e-05,1e-05,0.15853371879828299,1e-05,0.013839197585516905,0.32597014176302375,1e-05,1e-05,1e-05,0.27479314224745544,1e-05,1e-05,11.761671872600397
0.03846473843663438,1e-05,1e-05,1e-05,0.09559062340479535,1e-05,1e-05,1e-05,0.10525730096714918,0.3837636379546346,1e-05,1e-05,0.044896503265045386,1e-05,1e-05,0.06728800967528885,0.25110778002478606,14.507506467116855
1e-05,1e-05,1e-05,1e-05,0.06161766796334608,0.3704964612817827,0.025527394366649848,1e-05,1e-05,0.1496323424987035,0.304396393630155,0.28978165294911573,0.2877554347731144,1e-05,1e-05,0.2261773870094425,1e-05,13.895410160766165
0.07774989752408762,0.17542543400800184,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.5782641957787449,1e-05,1e-05,1e-05,0.012889903756407736,0.5389326470906387,0.11067052063366659,1e-05,11.981169480491461
0.37559716446397196,0.5054779629966364,0.7850155510362458,0.877456475199853,0.7650935227079328,0.6786631836338353,0.9047940276876439,0.8887217687207788,0.3805879298233003,0.6164855848798888,1.0,0.8530770805789382,0.675537948279645,0.4272590909552556,0.7823295099537632,0.6365963874321662,0.7859920146609453,14.07104367110408
0.9566879499888541,0.8575772150438625,0.3019274923417805,0.4979470918216904,0.9917879572036373,0.8410025983401028,0.7799059220824868,0.7933375068517188,0.7473183163829145,0.951447944614414,0.26765386228332916,0.42892531195273514,0.8664748607408257,0.7106650576111162,0.324263572982552,0.826574137386515,1.0,14.359549468945884
1e-05,0.2728825812630184,0.6121010079615211,0.6393066001251866,0.8556916170276895,0.7951402337199528,0.6963810586914028,0.46446838407950386,1e-05,1e-05,1.0,0.9440527566659743,0.30091357975968075,0.4715540155581382,0.007908732955860658,0.0550391000404472,0.32841056994169493,14.050491766225385
0.1680725450129186,0.13617384575824437,1e-05,1e-05,0.2946272100067598,0.4187614901994075,0.23765146026484302,0.08039455647863582,0.0016115613742059512,0.5984749510813647,0.18798544469862352,0.4107536370553964,1e-05,0.1773749923778215,0.41417892203807444,0.2951208022447023,0.33181631607317513,14.825812228515703
1e-05,1e-05,0.23446566172874514,0.3041382229920487,0.13024544471580332,0.5023186926493436,1e-05,0.21751636567790142,1e-05,1e-05,0.004806516725062939,1e-05,1e-05,1e-05,0.3464366320358093,1e-05,1e-05,15.130980253877297
0.28226928815426244,0.21696818499586112,0.05416476641420707,0.2352362700631666,0.3849150919940924,1e-05,1e-05,0.2907506860788962,0.19235545112538682,1e-05,0.155568362010109,0.17464445488719993,0.17663369531262207,0.07462127913917514,0.10204468055319141,1e-05,0.2470671706040826,13.592888986715568
0.0853413236041125,0.21025185864239393,1e-05,0.11852315114355301,0.16736223555140994,1e-05,1e-05,0.24004549684425466,1e-05,1e-05,1e-05,1e-05,0.10657855445860764,0.0260827675970443,1e-05,1e-05,0.1542738505404322,12.863752099574613
0.1820881296569852,0.2028970352210348,0.15064286847699812,0.2485891431671145,0.025437832216516312,0.2834047754712308,0.12323430038813543,0.25527884357400604,0.17764888441290574,0.03481097203750586,0.3025258810173985,0.12055956586534135,0.14612511056169986,1e-05,1e-05,1e-05,0.2667507041830025,13.595282098521187
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,19.4849312536415
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,18.187796991127588
1e-05,1e-05,1e-05,1e-05,0.07429178559908568,1e-05,1e-05,1e-05,1e-05,1e-05,0.28996190970027325,1e-05,1e-05,1e-05,0.011547610822248325,1e-05,1e-05,14.437056439741443
0.30407129546622325,0.33730302983601734,0.4985461262785652,0.608529287235236,0.5946442885088805,0.9428721552081276,0.8135824944230791,0.6603389739769212,0.0820210712947834,0.835093691559773,0.9425395157714708,0.9426791716152179,0.00939562479609111,0.49876305758503725,0.4726599044742398,0.4228810225221089,0.4184351231257,15.625323518708898
1e-05,0.046518968313776686,1e-05,1e-05,1e-05,1e-05,1e-05,0.0005003910386855124,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,9.067806113955912
1e-05,0.07294968698441225,1e-05,1e-05,0.06853325497430139,1e-05,0.13604855840604982,1e-05,0.26783597073517323,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.18302800447994833,0.003316574884922807,13.624362635951222
0.22474985448795978,0.2909444084923757,0.23914056094776995,0.345374980014879,0.5101857698066347,0.6000071529013686,0.16592205747391553,0.4105797269330236,1e-05,0.2532761433881092,0.26418272683891875,0.3470698054900784,0.2203000078203555,0.21996084890731799,0.4105747907643019,0.08438250748803498,0.41435185172642486,15.269600633307258
0.0012405553820316435,0.15006570554448576,1e-05,0.10513118509863612,1e-05,1e-05,1e-05,0.17891478882709488,1e-05,1e-05,1e-05,1e-05,0.02544489817893578,1e-05,1e-05,1e-05,1e-05,13.05934147571781
0.0025260724550962353,0.07096576994732712,0.28136723994971,0.11774471956885478,1e-05,1e-05,1e-05,0.043835670971130905,1e-05,0.16855936576582098,0.42799440968084934,1e-05,0.19104859592600124,0.14066106781511092,0.24661729057589457,0.05153507321113378,1e-05,13.30669968129933
0.27788286330496403,0.1367440362014959,0.3113157353071006,0.45095080540779553,0.590660076164073,0.8482227206326719,0.8103465414065939,0.5127054800647586,0.09258261931213065,0.8754833137546125,0.8414604283315238,0.8597145153405844,0.5540638296286434,0.6929308872816256,0.5807788955191728,0.2542115238917816,0.16615362460068508,12.939006261585174
1e-05,0.11224805722545649,0.048090434249109595,1e-05,0.08619331910799895,1e-05,1e-05,1e-05,1e-05,1e-05,0.08625082549795077,0.012394990174421392,1e-05,1e-05,0.02171226832926642,1e-05,0.11354909534431046,13.691542906406356
0.02985725995594988,0.08802996879106603,1e-05,1e-05,0.09896090053959053,0.02012596795742678,0.08134846117913594,0.20091176993626017,1e-05,0.1655430499667443,1e-05,0.019278354849018547,1e-05,1e-05,0.05232978594640888,1e-05,0.22515394887370022,17.36058829257289
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.04217736970056995,1e-05,1e-05,15.341302442242533
1e-05,1e-05,0.44789277942343264,0.9717075516830382,0.6569832284573149,0.5348358561215047,0.7578459871629876,0.5080746778421947,1e-05,1e-05,1.0,0.4769012194592051,0.000217453070388101,0.041954559768287866,0.3500534292523722,1e-05,0.15106141696501565,13.928192309804059
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.11253860358505421,0.19547129494504384,1e-05,1e-05,1e-05,0.09092334203555297,1e-05,1e-05,15.984927125957487
1e-05,1e-05,1e-05,0.0427855735977563,1e-05,0.3151909861243477,0.18081349400997057,1e-05,1e-05,0.10065687011150148,0.4672520181485685,0.11689698283661433,1e-05,0.12313535658385247,0.006358969174081261,1e-05,1e-05,18.565779299020583
1e-05,1e-05,1e-05,1e-05,0.05549619725427486,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.047018717386021563,1e-05,1e-05,1e-05,15.967460892475557
0.096086006634612,0.10819777538642249,1e-05,1e-05,1e-05,0.4375330929129042,1e-05,1e-05,1e-05,0.5084927114501954,0.48912259735694313,1e-05,0.5550087954198453,0.33754292634157923,0.4719368728553288,0.12442452424367535,1e-05,14.662884599527457
1e-05,0.005668261482737183,0.0008147699629974613,0.11855410810366855,0.2978581687535255,0.5071103719438845,1e-05,0.022949366096846856,1e-05,1e-05,0.21387687798627253,0.2033245173574814,0.4589328228636068,1e-05,0.10368895089457342,1e-05,1e-05,15.691340567666831
1e-05,1e-05,1e-05,1e-05,1e-05,0.32343015684087395,1e-05,0.019910519484887177,1e-05,0.43955345502858495,1e-05,0.13181345636830516,1e-05,1e-05,1e-05,1e-05,0.10499634466569699,14.46714994507922
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.09214467620645489,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,12.66726020683778
1e-05,0.11576435828482451,0.1612478211265095,0.22218746806781928,1e-05,0.20655443095515746,0.16140963686019125,0.19903735361419259,0.06823407012714636,0.02874423734904773,0.38759611753692635,0.37933743131086994,0.11786735368086908,1e-05,0.18124202686340288,1e-05,0.15744469501972802,14.90718101507742
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.6874737163730895,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,16.713916744679636
1e-05,0.08592572540276554,0.03698711088765104,0.21049984845159778,0.1278025784773113,0.4493760961648299,0.030404004603937645,0.009721673888960556,1e-05,1e-05,0.1924332020651554,0.21269878084479735,0.07441037130172785,1e-05,1e-05,0.13763662532834098,0.0045557890403656355,18.002214902065106
0.30384491703408884,0.3808932361348419,0.2291905063500167,0.38967941904925457,0.3868574580970547,0.5161189102135745,0.755505506004597,0.5714455361364967,0.08286358293623276,0.27778578423745237,0.8839851157804014,0.6592912009406549,0.21950819515142525,0.6562723650511804,0.4312435828473383,1e-05,0.4420332024373331,14.329417156389637
0.4723049220254407,0.3982498838911446,0.6052153845136706,0.6039413688891987,0.8821991699362497,0.9626105933012236,0.6323697215275005,0.7600136956820595,0.671693076697752,0.9988111747344863,0.915755041159216,0.730546379932743,0.8655054572068213,0.44872780763144415,0.8635105738721385,0.8965147522120154,0.6547924383777446,15.920770833372323
0.1897019521814215,0.315219009333823,0.28446560063007575,0.5999729175688765,0.6246413948811287,0.4728217200112665,0.5907302801260997,0.5815050676443007,0.32951861132981186,0.14531223774805033,0.5752354381280271,0.42537357088972794,0.4456712048977591,0.38247687020666465,0.23081134135891926,0.44924719962898746,0.6579222749055808,14.924150715174317
